date,edition,source_url,markdown_filename,release_tag
2026-07-02,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=02072026-MAT.pdf&anio=2026&repo=repositorio/,02072026-MAT.md,dof-2026
2026-07-03,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=03072026-MAT.pdf&anio=2026&repo=repositorio/,03072026-MAT.md,dof-2026
2026-07-03,VES,https://www.dof.gob.mx/abrirPDF.php?archivo=03072026-VES.pdf&anio=2026&repo=repositorio/,03072026-VES.md,dof-2026
2026-07-06,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=06072026-MAT.pdf&anio=2026&repo=repositorio/,06072026-MAT.md,dof-2026
2026-07-06,VES,https://www.dof.gob.mx/abrirPDF.php?archivo=06072026-VES.pdf&anio=2026&repo=repositorio/,06072026-VES.md,dof-2026
2026-07-07,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=07072026-MAT.pdf&anio=2026&repo=repositorio/,07072026-MAT.md,dof-2026
2026-07-08,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=08072026-MAT.pdf&anio=2026&repo=repositorio/,08072026-MAT.md,dof-2026
2026-07-09,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=09072026-MAT.pdf&anio=2026&repo=repositorio/,09072026-MAT.md,dof-2026
2026-07-10,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=10072026-MAT.pdf&anio=2026&repo=repositorio/,10072026-MAT.md,dof-2026
2026-07-10,VES,https://www.dof.gob.mx/abrirPDF.php?archivo=10072026-VES.pdf&anio=2026&repo=repositorio/,10072026-VES.md,dof-2026
2026-07-13,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=13072026-MAT.pdf&anio=2026&repo=repositorio/,13072026-MAT.md,dof-2026
2026-07-14,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=14072026-MAT.pdf&anio=2026&repo=repositorio/,14072026-MAT.md,dof-2026
2026-07-14,VES,https://www.dof.gob.mx/abrirPDF.php?archivo=14072026-VES.pdf&anio=2026&repo=repositorio/,14072026-VES.md,dof-2026
2026-07-15,MAT,https://www.dof.gob.mx/abrirPDF.php?archivo=15072026-MAT.pdf&anio=2026&repo=repositorio/,15072026-MAT.md,dof-2026
